ID;DNI;Ideconomico;Ingresos;GastosMensuales;Balance
1590;45640631;1689;998;450;548
1591;44606898;1690;685;336;349
1592;47357269;1691;1319;647;672
1593;41589179;1692;1250;550;700
1594;18173955;1693;888;373;515
1595;32911269;1694;1161;558;603
1596;46682162;1695;898;396;502
1597;43674564;1696;1095;537;558
1598;32739044;1697;932;373;559
1599;45437199;1698;558;235;323
1600;32763203;1699;1195;550;645
1601;47490706;1700;930;475;455
1602;32774386;1701;1352;541;811
1603;70141528;1702;1440;648;792
1604;41128718;1703;1340;657;683
1605;70989297;1704;1336;522;814
1606;45814813;1705;819;336;483
1607;40551037;1706;1491;686;805
1608;43593371;1707;936;431;505
1609;42163273;1708;1460;687;773
1610;70993809;1709;587;288;299
1611;32801340;1710;666;340;326
1612;32955142;1711;1004;432;572
1613;32826869;1712;985;414;571
1614;32979587;1713;543;229;314
1615;32971053;1714;1370;548;822
1616;25440412;1715;1115;491;624
1617;32909820;1716;1213;498;715
1618;32820549;1717;704;296;408
1619;42944250;1718;647;279;368
1620;32955984;1719;512;241;271
1621;32918566;1720;1134;567;567
1622;32805763;1721;1211;545;666
1623;32955913;1722;1250;575;675
1624;32737763;1723;752;309;443
1625;32858773;1724;661;311;350
1626;32857600;1725;691;339;352
1627;32786930;1726;1442;707;735
1628;32887050;1727;1022;491;531
1629;32955584;1728;593;244;349
1630;32821092;1729;1238;632;606
1631;32736251;1730;836;327;509
1632;45450472;1731;1388;570;818
1633;32104049;1732;610;251;359
1634;84926933;1733;1462;673;789
1635;32826500;1734;1466;690;776
1636;32739285;1735;600;264;336
1637;32834766;1736;1082;444;638
1638;32739668;1737;984;453;531
1639;32941498;1738;1465;689;776
1640;32912004;1739;1274;599;675
1641;2677009;1740;851;409;442
1642;32954764;1741;1255;615;640
1643;25898887;1742;975;390;585
1644;32103526;1743;1289;568;721
1645;41783371;1744;1334;534;800
1646;44995566;1745;893;429;464
1647;32944575;1746;1187;463;724
1648;32904718;1747;1119;470;649
1649;32783482;1748;1109;455;654
1650;32911024;1749;1315;540;775
1651;32765572;1750;1458;671;787
1652;32806052;1751;1179;507;672
1653;32799195;1752;1206;591;615
1654;32803096;1753;1046;513;533
1655;32932988;1754;637;300;337
1656;32867226;1755;1149;460;689
1657;32738730;1756;1388;583;805
1658;32985766;1757;614;283;331
1659;32138815;1758;793;405;388
1660;32867247;1759;553;266;287
1661;32836524;1760;539;227;312
1662;32139452;1761;612;300;312
1663;32865167;1762;1420;682;738
1664;32857511;1763;1015;518;497
1665;25879534;1764;831;399;432
1666;32843660;1765;1029;464;565
1667;42580544;1766;834;426;408
1668;32829953;1767;975;420;555
1669;32796357;1768;1385;554;831
1670;80192433;1769;711;285;426
1671;32737402;1770;585;299;286
1672;41920954;1771;1459;715;744
1673;32852693;1772;660;297;363
1674;32974017;1773;1287;528;759
1675;32967551;1774;1412;608;804
1676;44074847;1775;1317;580;737
1677;32796679;1776;1240;484;756
1678;44857374;1777;1243;510;733
1679;40288571;1778;598;288;310
1680;32782319;1779;1274;612;662
1681;80180723;1780;999;470;529
1682;43728560;1781;1167;572;595
1683;80500927;1782;1207;568;639
1684;43817352;1783;623;281;342
1685;44072995;1784;1032;496;536
1686;40244693;1785;1172;528;644
1687;41821591;1786;1250;525;725
1688;32848263;1787;633;254;379
1689;32777106;1788;1233;518;715
1690;41490763;1789;704;303;401
1691;32931892;1790;1255;540;715
1692;32972804;1791;1189;595;594
1693;46435278;1792;583;298;285
1694;41247283;1793;1018;509;509
1695;32779482;1794;736;361;375
1696;32842086;1795;1164;466;698
1697;37373358;1796;643;264;379
1698;43753966;1797;865;433;432
1699;32986571;1798;889;401;488
1700;42867765;1799;968;417;551
1701;32775378;1800;764;352;412
1702;48075070;1801;888;400;488
1703;46760853;1802;1365;587;778
1704;40175202;1803;896;395;501
1705;43708456;1804;1117;559;558
1706;80205509;1805;957;469;488
1707;32876812;1806;1491;761;730
1708;32817538;1807;1298;546;752
1709;46325090;1808;1302;560;742
1710;32944723;1809;620;248;372
1711;32865567;1810;507;249;258
1712;65169727;1811;1405;548;857
1713;70143248;1812;894;421;473
1714;80365985;1813;1182;521;661
1715;75309441;1814;739;333;406
1716;76284215;1815;1112;501;611
1717;70557032;1816;1226;552;674
1718;43870879;1817;1028;412;616
1719;45873574;1818;596;293;303
1720;32896302;1819;1447;724;723
1721;32975272;1820;1298;637;661
1722;44189477;1821;2008;944;1064
1723;32841864;1822;1801;847;954
1724;8730938;1823;1710;838;872
1725;32951199;1824;1773;692;1081
1726;32842249;1825;1558;686;872
1727;32869432;1826;2004;782;1222
1728;32858823;1827;1999;980;1019
1729;32841916;1828;1765;759;1006
1730;32953898;1829;1822;766;1056
1731;33264167;1830;2194;900;1294
1732;32923123;1831;2131;832;1299
1733;32958534;1832;1868;841;1027
1734;32817891;1833;2700;1134;1566
1735;32850184;1834;1800;702;1098
1736;32851291;1835;2571;1312;1259
1737;32983175;1836;2088;836;1252
1738;40698318;1837;2126;957;1169
1739;32873142;1838;2521;1110;1411
1740;32876301;1839;2735;1231;1504
1741;32951613;1840;502;196;306
1742;32953815;1841;1063;436;627
1743;19243679;1842;1231;591;640
1744;32983170;1843;1226;491;735
1745;32926728;1844;1158;579;579
1746;18051516;1845;1464;645;819
1747;32814518;1846;940;386;554
1748;8171066;1847;1258;617;641
1749;32904209;1848;1133;567;566
1750;25546521;1849;1137;535;602
1751;32949478;1850;1207;580;627
1752;80206604;1851;1176;483;693
1753;32953740;1852;1059;530;529
1754;32843344;1853;826;339;487
1755;32817892;1854;816;392;424
1756;42788027;1855;875;447;428
1757;41623717;1856;1318;646;672
1758;32736395;1857;1222;624;598
1759;32139014;1858;847;416;431
1760;32541559;1859;1426;614;812
1761;32959688;1860;1277;537;740
1762;32978911;1861;858;369;489
1763;40208995;1862;712;321;391
1764;32824767;1863;828;381;447
1765;95050166;1864;1260;618;642
1766;32848635;1865;1034;517;517
1767;32909693;1866;580;273;307
1768;32958271;1867;754;310;444
1769;32831949;1868;1385;651;734
1770;10036407;1869;725;319;406
1771;9469383;1870;1193;490;703
1772;41905069;1871;1341;577;764
1773;32954588;1872;1136;523;613
1774;32985785;1873;980;412;568
1775;42871066;1874;1272;624;648
1776;32978043;1875;1468;734;734
1777;93195660;1876;1253;514;739
1778;32975541;1877;598;270;328
1779;32977390;1878;1008;404;604
1780;41819973;1879;1190;595;595
1781;40717234;1880;531;261;270
1782;32957698;1881;1335;681;654
1783;7341446;1882;659;290;369
1784;42624933;1883;796;319;477
1785;10214076;1884;988;455;533
1786;40197467;1885;1374;591;783
1787;76855044;1886;575;282;293
1788;45944433;1887;587;241;346
1789;45640648;1888;583;263;320
1790;30093167;1889;1487;685;802
1791;42487619;1890;1415;666;749
1792;32542098;1891;1479;592;887
1793;32988382;1892;1277;511;766
1794;32952732;1893;747;307;440
1795;44882608;1894;843;380;463
1796;252151;1895;1109;544;565
1797;25841522;1896;831;424;407
1798;9640888;1897;1160;464;696
1799;32770977;1898;608;286;322
1800;45640883;1899;989;446;543
1801;43339333;1900;1484;579;905
1802;8372656;1901;932;466;466
1803;32783955;1902;914;403;511
1804;32763360;1903;1271;547;724
1805;32976540;1904;758;372;386
1806;32821631;1905;1498;585;913
1807;32892608;1906;1295;648;647
1808;32987720;1907;1477;695;782
1809;32972343;1908;1238;582;656
1810;32848125;1909;810;333;477
1811;8110762;1910;670;309;361
1812;32894551;1911;1244;560;684
1813;6797805;1912;1175;553;622
1814;18868891;1913;1180;520;660
1815;41109913;1914;1290;516;774
1816;8029386;1915;681;341;340
1817;74973932;1916;1147;563;584
1818;32978356;1917;1248;487;761
1819;32831168;1918;1338;669;669
1820;32831921;1919;1431;687;744
1821;32963891;1920;1086;446;640
1822;32956218;1921;822;395;427
1823;32925447;1922;766;361;405
1824;80274509;1923;641;276;365
1825;32766232;1924;644;322;322
1826;32864391;1925;1412;706;706
1827;32981972;1926;1191;501;690
1828;32926661;1927;932;420;512
1829;32977846;1928;957;489;468
1830;33264894;1929;524;215;309
1831;32972649;1930;955;440;515
1832;32913248;1931;1369;575;794
1833;32945290;1932;1040;500;540
1834;32914897;1933;1087;446;641
1835;7450632;1934;663;286;377
1836;56504524;1935;1231;591;640
1837;3212300;1936;1064;437;627
1838;32813076;1937;643;277;366
1839;72462208;1938;628;271;357
1840;41305946;1939;1410;691;719
1841;2624501;1940;970;379;591
1842;61361435;1941;1150;529;621
1843;3829017;1942;656;302;354
1844;32842033;1943;1040;448;592
1845;32814046;1944;783;337;446
1846;43531013;1945;859;370;489
1847;41626354;1946;688;317;371
1848;41432260;1947;1419;596;823
1849;32965824;1948;715;351;364
1850;40883857;1949;994;438;556
1851;96010226;1950;551;221;330
1852;32846751;1951;1256;566;690
1853;32917129;1952;791;341;450
1854;67866081;1953;1011;476;535
1855;32811198;1954;1405;562;843
1856;38795135;1955;1481;667;814
1857;32937661;1956;1042;417;625
1858;32958987;1957;555;228;327
1859;32855038;1958;1325;544;781
1860;32956500;1959;632;279;353
1861;32949987;1960;591;290;301
1862;32809866;1961;1197;551;646
1863;32739232;1962;813;342;471
1864;1021709;1963;1392;585;807
1865;32932435;1964;662;318;344
1866;43083954;1965;646;298;348
1867;80561955;1966;907;445;462
1868;32888486;1967;1168;479;689
1869;33261401;1968;1025;451;574
1870;42420633;1969;1158;522;636
1871;40048171;1970;722;297;425
1872;44800855;1971;995;508;487
1873;43771177;1972;682;335;347
1874;32978328;1973;830;407;423
1875;42864833;1974;778;374;404
1876;32795258;1975;660;324;336
1877;36382772;1976;1456;597;859
1878;32895195;1977;902;406;496
1879;32978418;1978;1236;581;655
1880;41715043;1979;918;450;468
1881;42900354;1980;654;334;320
1882;43081831;1981;1162;570;592
1883;53098937;1982;1298;624;674
1884;32908866;1983;1074;495;579
1885;19195726;1984;567;256;311
1886;41183067;1985;1042;469;573
1887;41002325;1986;578;255;323
1888;43182325;1987;679;306;373
1889;26807759;1988;1078;432;646
1890;45823691;1989;965;406;559
1891;32541121;1990;1391;640;751
1892;32983869;1991;1143;572;571
1893;40502213;1992;1099;506;593
1894;42026782;1993;1068;492;576
1895;46084210;1994;590;236;354
1896;43554696;1995;1176;565;611
1897;32541822;1996;822;395;427
1898;32768253;1997;905;462;443
1899;27829779;1998;774;387;387
1900;32855719;1999;605;279;326
1901;40959238;2000;1143;492;651
1902;32542956;2001;1419;582;837
1903;32992265;2002;1457;685;772
1904;44072320;2003;1323;609;714
1905;32935071;2004;1328;611;717
1906;17542949;2005;795;390;405
1907;41861933;2006;952;448;504
1908;41736983;2007;920;460;460
1909;32986292;2008;949;418;531
1910;3577286;2009;965;473;492
1911;32956088;2010;1276;587;689
1912;19249991;2011;1139;536;603
1913;36877154;2012;1039;468;571
1914;32826956;2013;1208;604;604
1915;32739681;2014;1079;421;658
1916;47534086;2015;1388;597;791
1917;32979212;2016;1183;521;662
1918;47483638;2017;1341;604;737
1919;12415367;2018;627;295;332
1920;40208802;2019;1138;501;637
1921;70553950;2020;1161;546;615
1922;32859742;2021;723;290;433
1923;32766288;2022;987;494;493
1924;32736966;2023;591;237;354
1925;70003950;2024;541;244;297
1926;3577285;2025;1251;551;700
1927;46477018;2026;965;473;492
1928;32929529;2027;1435;675;760
1929;40871832;2028;1329;638;691
1930;32957916;2029;1316;672;644
1931;32915787;2030;1258;604;654
1932;32863245;2031;1158;533;625
1933;32929233;2032;704;338;366
1934;32865659;2033;1274;625;649
1935;32969434;2034;1116;447;669
1936;32910310;2035;1289;516;773
1937;32805476;2036;1457;729;728
1938;32806332;2037;1397;587;810
1939;43150757;2038;987;435;552
1940;32929406;2039;1274;497;777
1941;32940444;2040;772;363;409
1942;43136029;2041;1187;523;664
1943;32807324;2042;1486;580;906
1944;32961575;2043;1216;536;680
1945;41351983;2044;737;332;405
1946;32844155;2045;1123;562;561
1947;41925940;2046;1390;654;736
1948;40058344;2047;1166;549;617
1949;32916047;2048;1365;642;723
1950;41182585;2049;1032;475;557
1951;43515623;2050;954;449;505
1952;41530565;2051;699;294;405
1953;32964284;2052;697;286;411
1954;32812555;2053;763;329;434
1955;42475020;2054;535;231;304
1956;42451043;2055;1263;619;644
1957;32737303;2056;1376;633;743
1958;40591207;2057;1147;528;619
1959;42787424;2058;1011;455;556
1960;44824537;2059;1100;440;660
1961;18547112;2060;1282;590;692
1962;32930745;2061;792;365;427
1963;32942755;2062;974;429;545
1964;32894117;2063;1292;504;788
1965;32899607;2064;631;316;315
1966;41349170;2065;600;240;360
1967;32902731;2066;1423;641;782
1968;32897654;2067;687;317;370
1969;32038116;2068;1476;738;738
1970;32966341;2069;1374;674;700
1971;17909627;2070;772;371;401
1972;32853864;2071;698;343;355
1973;32946678;2072;681;266;415
1974;32894311;2073;1268;609;659
1975;32916352;2074;574;276;298
1976;42609730;2075;1495;733;762
1977;41706278;2076;1187;535;652
1978;32801884;2077;678;339;339
1979;32891459;2078;951;419;532
1980;40165160;2079;1053;527;526
1981;32400578;2080;674;263;411
1982;32900859;2081;1119;470;649
1983;32899109;2082;521;245;276
1984;42575626;2083;1381;594;787
1985;32826246;2084;1013;466;547
1986;32920774;2085;826;380;446
1987;32893763;2086;860;422;438
1988;32946857;2087;1088;523;565
1989;32899919;2088;1346;647;699
1990;32891452;2089;923;388;535
1991;80193569;2090;1004;422;582
1992;40749560;2091;638;262;376
1993;32872946;2092;610;281;329
1994;32947362;2093;565;289;276
1995;41418197;2094;821;329;492
1996;32946299;2095;1250;538;712
1997;32734563;2096;1013;406;607
1998;32896119;2097;539;275;264
1999;32853090;2098;1441;721;720
2000;32891390;2099;636;287;349
2001;32892923;2100;660;297;363
2002;40892162;2101;1444;650;794
2003;32859688;2102;620;255;365
2004;42416475;2103;738;310;428
2005;32966991;2104;531;250;281
2006;43057823;2105;1177;518;659
2007;40547850;2106;1075;549;526
2008;32946076;2107;1373;563;810
2009;32901689;2108;1380;608;772
2010;43299335;2109;1202;614;588
2011;42124350;2110;1079;475;604
2012;43736128;2111;1260;517;743
2013;41020288;2112;1332;666;666
2014;32900694;2113;787;315;472
2015;32890346;2114;558;246;312
2016;32895207;2115;972;380;592
2017;45224096;2116;859;336;523
2018;32896078;2117;1287;644;643
2019;32947571;2118;525;237;288
2020;42572289;2119;1455;597;858
2021;42265226;2120;816;408;408
2022;32984358;2121;559;263;296
2023;40307422;2122;626;263;363
2024;47174853;2123;1469;662;807
2025;41589194;2124;1128;463;665
2026;40025301;2125;1280;615;665
2027;41092752;2126;1403;632;771
2028;32898488;2127;790;309;481
2029;44158024;2128;806;347;459
2030;32897553;2129;1473;634;839
2031;32946539;2130;1047;451;596
2032;10724706;2131;653;275;378
2033;32992614;2132;566;261;305
2034;46906124;2133;589;248;341
2035;32928722;2134;859;353;506
2036;47387256;2135;1446;637;809
2037;32891505;2136;622;318;304
2038;32854873;2137;704;338;366
2039;32899628;2138;1467;631;836
2040;43995200;2139;1145;573;572
2041;43000865;2140;1098;528;570
2042;32899820;2141;831;416;415
2043;32899217;2142;822;329;493
2044;32902467;2143;1391;668;723
2045;70763758;2144;637;255;382
2046;32838725;2145;1194;550;644
2047;9613547;2146;1215;486;729
2048;32909231;2147;691;277;414
2049;3879745;2148;1243;535;708
2050;32900652;2149;1292;530;762
2051;32937552;2150;1098;473;625
2052;32891411;2151;1025;421;604
2053;32903025;2152;633;311;322
2054;46864661;2153;730;314;416
2055;32890752;2154;879;370;509
2056;42751604;2155;713;336;377
2057;45965974;2156;839;361;478
2058;43455685;2157;692;319;373
2059;3900928;2158;1403;632;771
2060;46323842;2159;558;235;323
2061;70004011;2160;1063;500;563
2062;32947234;2161;791;388;403
2063;46638331;2162;1316;553;763
2064;73005531;2163;1282;616;666
2065;32789358;2164;1472;663;809
2066;32875202;2165;1026;431;595
2067;32861114;2166;1491;627;864
2068;32969395;2167;1424;712;712
2069;32944381;2168;1356;678;678
2070;80338536;2169;1192;549;643
2071;41252560;2170;1305;588;717
2072;32805870;2171;930;428;502
2073;32821402;2172;1101;518;583
2074;32845630;2173;957;460;497
2075;18022043;2174;1247;624;623
2076;32855263;2175;964;415;549
2077;32795653;2176;656;328;328
2078;32863509;2177;672;303;369
2079;32766855;2178;881;379;502
2080;22067804;2179;1087;457;630
2081;80360379;2180;640;295;345
2082;32916606;2181;1047;482;565
2083;47607857;2182;1290;555;735
2084;31964242;2183;783;400;383
2085;32939362;2184;1185;581;604
2086;80331812;2185;1173;528;645
2087;32991343;2186;1458;569;889
2088;47886531;2187;608;286;322
2089;32818906;2188;1343;672;671
2090;43686661;2189;1037;519;518
2091;71470090;2190;701;281;420
2092;32960777;2191;956;459;497
2093;32786108;2192;1235;519;716
2094;41623719;2193;1266;507;759
2095;48490449;2194;1389;570;819
2096;76252709;2195;743;372;371
2097;72559155;2196;1165;548;617
2098;32942803;2197;645;271;374
2099;46378886;2198;676;311;365
2100;75098580;2199;1463;673;790
2101;75840363;2200;682;328;354
2102;75098579;2201;1394;711;683
2103;32791374;2202;814;342;472
2104;42055274;2203;963;405;558
2105;76812435;2204;897;458;439
2106;70331174;2205;531;234;297
2107;32760341;2206;1121;550;571
2108;32820801;2207;1489;641;848
2109;32832896;2208;1016;519;497
2110;32760342;2209;1229;603;626
2111;32829261;2210;523;220;303
2112;43170077;2211;848;391;457
2113;42398026;2212;519;260;259
2114;32110469;2213;1305;575;730
2115;32807991;2214;725;312;413
2116;80200859;2215;529;233;296
2117;32981783;2216;894;412;482
2118;32904612;2217;1399;602;797
2119;32960412;2218;1024;451;573
2120;32988426;2219;1420;625;795
2121;43990029;2220;933;402;531
2122;32918933;2221;633;285;348
2123;32964968;2222;963;386;577
2124;32944046;2223;1386;652;734
2125;42206526;2224;1311;564;747
2126;80620892;2225;552;249;303
2127;32861667;2226;1105;465;640
2128;44606846;2227;1441;577;864
2129;32965056;2228;1240;633;607
2130;10199140;2229;1348;634;714
2131;32790542;2230;1478;592;886
2132;43137161;2231;641;295;346
2133;43809167;2232;661;311;350
2134;17816239;2233;738;310;428
2135;45093235;2234;888;365;523
2136;32915056;2235;507;203;304
2137;29523281;2236;680;300;380
2138;32925536;2237;1367;698;669
2139;32789797;2238;664;293;371
2140;32970204;2239;519;208;311
2141;13274732;2240;1398;574;824
2142;32786156;2241;519;203;316
2143;23144070;2242;953;391;562
2144;81953767;2243;1223;539;684
2145;70248163;2244;1223;612;611
2146;88509991;2245;1291;581;710
2147;49067147;2246;1244;573;671
2148;18953424;2247;818;409;409
2149;92224902;2248;677;346;331
2150;91172264;2249;1377;634;743
2151;32795588;2250;1139;445;694
2152;42159500;2251;687;303;384
2153;42763438;2252;1402;547;855
2154;58909458;2253;777;389;388
2155;75155909;2254;730;314;416
2156;40675336;2255;977;469;508
2157;32887937;2256;852;375;477
2158;46495764;2257;1358;652;706
2159;42512586;2258;1419;682;737
2160;32858641;2259;871;392;479
2161;32930373;2260;623;268;355
2162;32763790;2261;2028;1014;1014
2163;32786832;2262;1692;728;964
2164;32833364;2263;2827;1386;1441
2165;32736786;2264;2029;832;1197
2166;32952442;2265;2585;1086;1499
2167;32917268;2266;2263;1041;1222
2168;32849788;2267;2116;1080;1036
2169;32966962;2268;2772;1414;1358
2170;32736699;2269;1570;613;957
2171;32848810;2270;1564;673;891
2172;27142984;2271;2961;1274;1687
2173;32959791;2272;2197;945;1252
2174;32982142;2273;2540;1093;1447
2175;32982351;2274;2227;1003;1224
2176;25489021;2275;1916;844;1072
2177;32130121;2276;1928;964;964
2178;32826393;2277;1994;838;1156
2179;7834224;2278;2251;946;1305
2180;7826400;2279;1925;905;1020
2181;32919399;2280;2718;1251;1467
2182;9658656;2281;2304;1037;1267
2183;6831148;2282;2116;889;1227
2184;65924429;2283;2493;1072;1421
2185;32852587;2284;2253;1059;1194
2186;48866622;2285;2347;1127;1220
2187;44867507;2286;1903;743;1160
2188;80252636;2287;1712;839;873
2189;32900041;2288;2870;1148;1722
2190;32826712;2289;1998;840;1158
2191;32851289;2290;2658;1117;1541
2192;32521793;2291;2203;948;1255
2193;32967308;2292;1777;782;995
2194;6830639;2293;1528;703;825
2195;19337167;2294;2408;1204;1204
2196;6800976;2295;2917;1401;1516
2197;32800635;2296;2569;1079;1490
2198;41910208;2297;2737;1287;1450
2199;44212728;2298;2920;1256;1664
2200;32974993;2299;2323;999;1324
2201;40059900;2300;1586;762;824
2202;32968024;2301;1961;903;1058
2203;27142700;2302;2927;1230;1697
2204;32865857;2303;2399;1056;1343
2205;10525603;2304;1909;840;1069
2206;32739158;2305;2011;845;1166
2207;16596958;2306;2100;903;1197
2208;32736535;2307;2629;1289;1340
2209;41618628;2308;1879;865;1014
2210;44896456;2309;2006;823;1183
2211;32958585;2310;2574;1287;1287
2212;32978936;2311;2861;1174;1687
2213;32787404;2312;1004;432;572
2214;32921614;2313;1008;394;614
2215;35578590;2314;816;327;489
2216;41478971;2315;1226;491;735
2217;17221365;2316;571;257;314
2218;65327164;2317;1264;607;657
2219;32943022;2318;1371;590;781
2220;32885732;2319;1094;449;645
2221;32863713;2320;547;252;295
2222;32778040;2321;1037;498;539
2223;71807833;2322;1030;526;504
2224;32867645;2323;1204;554;650
2225;32791992;2324;593;297;296
2226;32816740;2325;1177;471;706
2227;10723391;2326;1262;619;643
2228;32873017;2327;1176;553;623
2229;91331004;2328;902;424;478
2230;60058742;2329;630;259;371
2231;99271112;2330;780;312;468
2232;32827377;2331;1441;635;806
2233;32910047;2332;808;404;404
2234;32961323;2333;1215;584;631
2235;33264921;2334;712;364;348
2236;32979500;2335;575;253;322
2237;81973003;2336;1345;673;672
2238;41247286;2337;929;419;510
2239;25807111;2338;1202;601;601
2240;43469672;2339;741;304;437
2241;32808406;2340;549;237;312
2242;73300914;2341;719;338;381
2243;46772853;2342;764;314;450
2244;32953355;2343;1444;578;866
2245;45315311;2344;507;213;294
2246;32810428;2345;829;407;422
2247;32760212;2346;551;270;281
2248;32921258;2347;1400;588;812
2249;32913752;2348;595;298;297
2250;32735838;2349;718;367;351
2251;73630031;2350;974;439;535
2252;46929739;2351;1479;592;887
2253;32982989;2352;601;259;342
2254;32736310;2353;748;292;456
2255;25738806;2354;729;329;400
2256;32832035;2355;1009;404;605
2257;46597514;2356;822;411;411
2258;41117878;2357;1009;414;595
2259;6224689;2358;732;337;395
2260;32736977;2359;1007;514;493
2261;32841989;2360;1191;525;666
2262;32732564;2361;981;422;559
2263;32952471;2362;1472;633;839
2264;33263544;2363;556;240;316
2265;32949081;2364;841;379;462
2266;32951376;2365;950;475;475
2267;80620943;2366;685;343;342
2268;32849276;2367;891;419;472
2269;32827167;2368;872;375;497
2270;49149206;2369;646;272;374
2271;32541346;2370;1105;476;629
2272;32799016;2371;645;304;341
2273;32779306;2372;1144;470;674
2274;32849506;2373;679;340;339
2275;32739083;2374;830;332;498
2276;32815677;2375;533;267;266
2277;32832799;2376;1016;498;518
2278;32954747;2377;983;453;530
2279;32767530;2378;704;331;373
2280;42136158;2379;1278;550;728
2281;32736144;2380;1001;481;520
2282;84352475;2381;819;353;466
2283;32931775;2382;833;384;449
2284;80607484;2383;1337;616;721
2285;32620573;2384;1036;487;549
2286;33263021;2385;816;368;448
2287;3492215;2386;1055;486;569
2288;32905696;2387;899;360;539
2289;59352485;2388;1218;512;706
2290;32867710;2389;1297;545;752
2291;32914918;2390;861;345;516
2292;42112872;2391;1474;605;869
2293;32764184;2392;642;315;327
2294;43260741;2393;1269;584;685
2295;32961312;2394;645;284;361
2296;42395627;2395;560;269;291
2297;32974031;2396;1108;510;598
2298;32926039;2397;797;367;430
2299;44926221;2398;1205;555;650
2300;32798059;2399;871;436;435
2301;32793843;2400;680;279;401
2302;45696359;2401;605;291;314
2303;32919950;2402;773;379;394
2304;32861546;2403;970;379;591
2305;40631735;2404;1322;648;674
2306;48130171;2405;865;416;449
2307;32974876;2406;689;311;378
2308;41282002;2407;1205;567;638
2309;70525019;2408;1380;539;841
2310;46789763;2409;1467;661;806
2311;32932653;2410;852;358;494
2312;32922622;2411;818;360;458
2313;32777541;2412;783;400;383
2314;33263287;2413;767;330;437
2315;75438034;2414;983;443;540
2316;46660759;2415;529;265;264
2317;32823991;2416;795;311;484
2318;32834807;2417;878;448;430
2319;32931049;2418;1410;593;817
2320;32908009;2419;945;397;548
2321;42138107;2420;1052;432;620
2322;32973371;2421;654;269;385
2323;45692351;2422;1105;520;585
2324;43203535;2423;902;397;505
2325;90094712;2424;1418;568;850
2326;32916236;2425;1193;573;620
2327;32923109;2426;640;320;320
2328;40475864;2427;1414;623;791
2329;32860114;2428;926;399;527
2330;47124496;2429;1102;463;639
2331;32910204;2430;1452;610;842
2332;32986666;2431;1330;519;811
2333;42823349;2432;881;441;440
2334;32906028;2433;517;218;299
2335;17016458;2434;1249;500;749
2336;32986791;2435;1016;448;568
2337;67155296;2436;1485;743;742
2338;32909011;2437;1474;634;840
2339;41376457;2438;867;434;433
2340;32920529;2439;1278;563;715
2341;32920264;2440;1132;566;566
2342;32990216;2441;880;379;501
2343;32784711;2442;1421;597;824
2344;32933583;2443;761;328;433
2345;32967186;2444;592;237;355
2346;32822042;2445;760;304;456
2347;71047597;2446;951;419;532
2348;70565231;2447;1033;403;630
2349;32830286;2448;714;322;392
2350;70216552;2449;884;389;495
2351;32925964;2450;1102;518;584
2352;41286836;2451;1143;572;571
2353;32903995;2452;951;438;513
2354;70998649;2453;501;216;285
2355;32832965;2454;1060;446;614
2356;33242806;2455;548;242;306
2357;76844968;2456;776;342;434
2358;46265070;2457;619;248;371
2359;18078684;2458;868;348;520
2360;48726128;2459;1436;604;832
2361;70215480;2460;1119;571;548
2362;16634367;2461;773;364;409
2363;45936169;2462;1268;533;735
2364;70180879;2463;761;358;403
2365;8792571;2464;686;282;404
2366;52699237;2465;1207;592;615
2367;46561164;2466;1118;548;570
2368;46083358;2467;669;268;401
2369;32920069;2468;1014;416;598
2370;46223069;2469;572;258;314
2371;70164725;2470;567;261;306
2372;75143320;2471;986;493;493
2373;75007550;2472;1308;537;771
2374;42133026;2473;1495;598;897
2375;32990435;2474;1105;531;574
2376;75007549;2475;534;235;299
2377;45828116;2476;1093;547;546
2378;48799585;2477;1461;658;803
2379;32951480;2478;522;220;302
2380;32864463;2479;1380;677;703
2381;32957212;2480;1340;577;763
2382;32957371;2481;905;390;515
2383;32764674;2482;659;317;342
2384;32820311;2483;971;467;504
2385;32979591;2484;546;252;294
2386;9472077;2485;959;451;508
2387;32811799;2486;594;250;344
2388;32850192;2487;1303;522;781
2389;32979275;2488;1054;443;611
2390;32829510;2489;1420;611;809
2391;32979393;2490;1047;430;617
2392;80334952;2491;943;387;556
2393;32959840;2492;1094;449;645
2394;17599346;2493;883;363;520
2395;33337558;2494;1487;610;877
2396;32851735;2495;1020;459;561
2397;32921292;2496;1125;529;596
2398;32862792;2497;1474;649;825
2399;2821577;2498;697;349;348
2400;32962773;2499;1297;623;674
2401;19258394;2500;1458;613;845
2402;85234865;2501;995;408;587
2403;32821585;2502;1469;676;793
2404;18823539;2503;556;240;316
2405;32831409;2504;687;317;370
2406;32854653;2505;550;270;280
2407;32891420;2506;746;329;417
2408;32982847;2507;1403;562;841
2409;32966906;2508;1116;480;636
2410;32982700;2509;1462;658;804
2411;85649749;2510;870;409;461
2412;38254059;2511;1058;477;581
2413;32885720;2512;1475;635;840
2414;32904300;2513;714;357;357
2415;45162995;2514;585;234;351
2416;32933102;2515;884;363;521
2417;32920825;2516;1054;496;558
2418;18147382;2517;1424;613;811
2419;80253018;2518;1296;545;751
2420;32957548;2519;1438;633;805
2421;32807622;2520;1119;470;649
2422;17845189;2521;620;242;378
2423;32924892;2522;730;351;379
2424;32778042;2523;825;388;437
2425;33265394;2524;1341;644;697
2426;32940706;2525;1389;612;777
2427;32521156;2526;1497;704;793
